term;normalized;game_id;canonical_name;source
UltraGoodness;ultragoodness;wikidata_q122880435;UltraGoodness;external
UltraGoodness 2;ultragoodness 2;wikidata_q122312282;UltraGoodness 2;external
Ultrawings;ultrawings;wikidata_q104837482;Ultrawings;external
Ultrawings FLAT;ultrawings flat;wikidata_q122384037;Ultrawings FLAT;external
Ultros;ultros;wikidata_q118645589;Ultros;external
Party Dash;party dash;wikidata_q119821400;Uma Musume Pretty Derby: Party Dash;external
Uma Musume Pretty Derby;uma musume pretty derby;wikidata_q119821400;Uma Musume Pretty Derby: Party Dash;external
Uma Musume Pretty Derby: Party Dash;uma musume pretty derby party dash;wikidata_q119821400;Uma Musume Pretty Derby: Party Dash;external
Umamusume: Party Dash;umamusume party dash;wikidata_q119821400;Uma Musume Pretty Derby: Party Dash;external
Umamusume Pretty Derby: Party Dash;umamusume pretty derby party dash;wikidata_q119821400;Uma Musume Pretty Derby: Party Dash;external
Umami Grove;umami grove;wikidata_q123200994;Umami Grove;external
Umbraclaw;umbraclaw;wikidata_q123158962;Umbraclaw;external
Biohazard: Umbrella Corps;biohazard umbrella corps;wikidata_q20992223;Umbrella Corps;external
Resident Evil: Umbrella Corps;resident evil umbrella corps;wikidata_q20992223;Umbrella Corps;external
Umbrella Corps;umbrella corps;wikidata_q20992223;Umbrella Corps;external
Umihara Kawase;umihara kawase;wikidata_q11559202;Umihara Kawase;external
Unbeatable;unbeatable;wikidata_q126485849;Unbeatable;external
Unbound;unbound;wikidata_q107010211;Unbound: Worlds Apart;external
Unbound: Worlds Apart;unbound worlds apart;wikidata_q107010211;Unbound: Worlds Apart;external
Unbox;unbox;wikidata_q124075564;Unbox: Newbie's Adventure;external
Unbox: Newbie's Adventure;unbox newbie s adventure;wikidata_q124075564;Unbox: Newbie's Adventure;external
Uncanny Valley;uncanny valley;wikidata_q56683293;Uncanny Valley;external
Uncharted;uncharted;uncharted;Uncharted;local_or_matched
Uncharted Series;uncharted series;uncharted;Uncharted;local_or_matched
Uncharted 4;uncharted 4;uncharted_4;Uncharted 4: A Thief's End;local_or_matched
Uncharted 4: A Thief's End;uncharted 4 a thief s end;uncharted_4;Uncharted 4: A Thief's End;local_or_matched
uncharted 4 путь вора;uncharted 4 пytь bopa;uncharted_4;Uncharted 4: A Thief's End;local_or_matched
Uncharted 4;uncharted 4;wikidata_q108479466;Uncharted 4: A Thief's End Remastered;external
Uncharted 4: A Thief's End Remastered;uncharted 4 a thief s end remastered;wikidata_q108479466;Uncharted 4: A Thief's End Remastered;external
Uncharted 4: ATE Remastered;uncharted 4 ate remastered;wikidata_q108479466;Uncharted 4: A Thief's End Remastered;external
Uncharted 4: ATER;uncharted 4 ater;wikidata_q108479466;Uncharted 4: A Thief's End Remastered;external
nathan drake collection;nathan drake collection;uncharted_collection;Uncharted Collection;local_or_matched
Uncharted Collection;uncharted collection;uncharted_collection;Uncharted Collection;local_or_matched
uncharted коллекция;uncharted koллekция;uncharted_collection;Uncharted Collection;local_or_matched
Uncharted Drake's Fortune;uncharted drake s fortune;uncharted_drake_s_fortune;Uncharted Drake's Fortune;local_or_matched
uncharted drakes fortune;uncharted drakes fortune;uncharted_drake_s_fortune;Uncharted Drake's Fortune;local_or_matched
Uncharted Lost Legacy;uncharted lost legacy;uncharted_lost_legacy;Uncharted Lost Legacy;local_or_matched
uncharted утраченное наследие;uncharted ytpaчehhoe hacлeдиe;uncharted_lost_legacy;Uncharted Lost Legacy;local_or_matched
Uncharted Waters Online;uncharted waters online;wikidata_q482881;Uncharted Waters Online;external
Legacy of Thieves Collection;legacy of thieves collection;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
LoTC;lotc;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
Uncharted;uncharted;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
Uncharted: Наследие воров. Коллекция;uncharted hacлeдиe bopob koллekция;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
Uncharted: Legacy of Thieves Collection;uncharted legacy of thieves collection;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
Uncharted LoTC;uncharted lotc;wikidata_q108482649;Uncharted: Legacy of Thieves Collection;external
Uncharted;uncharted;wikidata_q28088198;Uncharted: The Lost Legacy;external
Uncharted: The Lost Legacy;uncharted the lost legacy;wikidata_q28088198;Uncharted: The Lost Legacy;external
The Lost Legacy Remastered;the lost legacy remastered;wikidata_q108482681;Uncharted: The Lost Legacy Remastered;external
TLLR;tllr;wikidata_q108482681;Uncharted: The Lost Legacy Remastered;external
Uncharted;uncharted;wikidata_q108482681;Uncharted: The Lost Legacy Remastered;external
Uncharted: The Lost Legacy Remastered;uncharted the lost legacy remastered;wikidata_q108482681;Uncharted: The Lost Legacy Remastered;external
Uncharted: TLLR;uncharted tllr;wikidata_q108482681;Uncharted: The Lost Legacy Remastered;external
Uncharted;uncharted;wikidata_q20059613;Uncharted: The Nathan Drake Collection;external
Uncharted: The Nathan Drake Collection;uncharted the nathan drake collection;wikidata_q20059613;Uncharted: The Nathan Drake Collection;external
Uncle Chop's Rocket Shop;uncle chop s rocket shop;wikidata_q125710070;Uncle Chop's Rocket Shop;external
Undead Darlings ~no cure for love~;undead darlings no cure for love;wikidata_q111541671;Undead Darlings ~no cure for love~;external
Undead Horde;undead horde;wikidata_q68208309;Undead Horde;external
Under Defeat HD;under defeat hd;wikidata_q135050837;Under Defeat HD;external
Under Lock and Key;under lock and key;wikidata_q138798347;Under Lock and Key;external
Under Night In-Birth Exe;under night in birth exe;wikidata_q121037312;Under Night In-Birth Exe:Late[cl-r];external
Under Night In-Birth Exe:Late[cl-r];under night in birth exe late cl r;wikidata_q121037312;Under Night In-Birth Exe:Late[cl-r];external
UNICLR;uniclr;wikidata_q121037312;Under Night In-Birth Exe:Late[cl-r];external
Under Night In-Birth Exe;under night in birth exe;wikidata_q123183766;Under Night In-Birth Exe:Late[st];external
Under Night In-Birth Exe:Late[st];under night in birth exe late st;wikidata_q123183766;Under Night In-Birth Exe:Late[st];external
Under Night In-Birth 2;under night in birth 2;wikidata_q121272093;Under Night In-Birth II Sys:Celes;external
Under Night In-Birth II Sys;under night in birth ii sys;wikidata_q121272093;Under Night In-Birth II Sys:Celes;external
Under Night In-Birth II Sys:Celes;under night in birth ii sys celes;wikidata_q121272093;Under Night In-Birth II Sys:Celes;external
UNI 2;uni 2;wikidata_q121272093;Under Night In-Birth II Sys:Celes;external
UNI2;uni2;wikidata_q121272093;Under Night In-Birth II Sys:Celes;external
Under Par Golf Architect;under par golf architect;wikidata_q135052618;Under Par Golf Architect;external
Under the Island;under the island;wikidata_q126390789;Under the Island;external
Under The Warehouse;under the warehouse;wikidata_q122313476;Under The Warehouse;external
В глубинах океана;b глyбиhax okeaha;wikidata_q113586016;Under the Waves;external
Under the Waves;under the waves;wikidata_q113586016;Under the Waves;external
Under Waves;under waves;wikidata_q113586016;Under the Waves;external
UtW;utw;wikidata_q113586016;Under the Waves;external
UnderHero;underhero;wikidata_q104816825;UnderHero;external
UnderMine;undermine;wikidata_q105187256;UnderMine;external
Андертейл;ahдepteйл;wikidata_q21039924;Undertale;external
Undertale;undertale;wikidata_q21039924;Undertale;external
UT;ut;wikidata_q21039924;Undertale;external
Подземная сказка;пoдзemhaя ckaзka;wikidata_q21039924;Undertale;external
Подземная история;пoдзemhaя иctopия;wikidata_q21039924;Undertale;external
Underworld Ascendant;underworld ascendant;wikidata_q24060035;Underworld Ascendant;external
Undisputed;undisputed;wikidata_q117462328;Undisputed;external
Undying;undying;wikidata_q122824897;Undying;external
"Undying - ""Kingdom""";undying kingdom;wikidata_q122824897;Undying;external
Unearthed;unearthed;wikidata_q12187853;Unearthed: Trail of Ibn Battuta;external
Unearthed: Trail of Ibn Battuta;unearthed trail of ibn battuta;wikidata_q12187853;Unearthed: Trail of Ibn Battuta;external
Unearthed: Trail of Ibn Battuta - Episode 1;unearthed trail of ibn battuta episode 1;wikidata_q12187853;Unearthed: Trail of Ibn Battuta;external
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition;unearthed trail of ibn battuta episode 1 gold edition;wikidata_q12187853;Unearthed: Trail of Ibn Battuta;external
UD;ud;wikidata_q125534351;Unending Dawn;external
Unending Dawn;unending dawn;wikidata_q125534351;Unending Dawn;external
Unepic;unepic;wikidata_q13583369;Unepic;external
Unexplored;unexplored;wikidata_q60315240;Unexplored;external
Unheard - Voices of Crime;unheard voices of crime;wikidata_q120752847;Unheard - Voices of Crime;external
Unholy;unholy;wikidata_q122378296;Unholy;external
Unichrome;unichrome;wikidata_q116460143;Unichrome: A 1-bit Unicorn Adventure;external
Unichrome: A 1-bit Unicorn Adventure;unichrome a 1 bit unicorn adventure;wikidata_q116460143;Unichrome: A 1-bit Unicorn Adventure;external
Unicorn Overlord;unicorn overlord;wikidata_q122561024;Unicorn Overlord;external
UO;uo;wikidata_q122561024;Unicorn Overlord;external
United Assault - Normandy '44;united assault normandy 44;wikidata_q109468695;United Assault - Normandy '44;external
United Assault - World War 2;united assault world war 2;wikidata_q123403921;United Assault - World War 2;external
Universe for Sale;universe for sale;wikidata_q124050482;Universe for Sale;external
U9:A;u9 a;wikidata_q98704315;Unknown 9: Awakening;external
U9A;u9a;wikidata_q98704315;Unknown 9: Awakening;external
Unknown 9;unknown 9;wikidata_q98704315;Unknown 9: Awakening;external
Unknown 9: Awakening;unknown 9 awakening;wikidata_q98704315;Unknown 9: Awakening;external
Unknown Nine Awakening;unknown nine awakening;wikidata_q98704315;Unknown 9: Awakening;external
Unknown9;unknown9;wikidata_q98704315;Unknown 9: Awakening;external
Unknown9: Awakening;unknown9 awakening;wikidata_q98704315;Unknown 9: Awakening;external
Unlife;unlife;wikidata_q122372844;Unlife;external
Unmechanical;unmechanical;wikidata_q7897113;Unmechanical;external
Uno;uno;wikidata_q7897207;Uno;external
Unrailed!;unrailed;wikidata_q99654353;Unrailed!;external
Unrailed! 2;unrailed 2;wikidata_q130370565;Unrailed! 2: Back on Track;external
Unrailed! 2: Back on Track;unrailed 2 back on track;wikidata_q130370565;Unrailed! 2: Back on Track;external
Unravel;unravel;wikidata_q20116193;Unravel;external
Unravel 2;unravel 2;wikidata_q54875419;Unravel Two;external
Unravel II;unravel ii;wikidata_q54875419;Unravel Two;external
Unravel Two;unravel two;wikidata_q54875419;Unravel Two;external
UE 3;ue 3;wikidata_q13156651;Unreal Engine 3;external
Unreal Engine 3;unreal engine 3;wikidata_q13156651;Unreal Engine 3;external
UE 4;ue 4;wikidata_q13156652;Unreal Engine 4;external
UE4;ue4;wikidata_q13156652;Unreal Engine 4;external
Unreal 4;unreal 4;wikidata_q13156652;Unreal Engine 4;external
Unreal Engine 4;unreal engine 4;wikidata_q13156652;Unreal Engine 4;external
Unruly Heroes;unruly heroes;wikidata_q60580711;Unruly Heroes;external
Unsung Story;unsung story;wikidata_q28324893;Unsung Story;external
Unsung Story: Tale of the Guardians;unsung story tale of the guardians;wikidata_q28324893;Unsung Story;external
ремастер Until Dawn;pemactep until dawn;wikidata_q124395933;Until Dawn;external
ремастер Дожить до рассвета;pemactep дoжиtь дo paccbeta;wikidata_q124395933;Until Dawn;external
UD;ud;wikidata_q124395933;Until Dawn;external
Until Dawn;until dawn;wikidata_q124395933;Until Dawn;external
Until Dawn remaster;until dawn remaster;wikidata_q124395933;Until Dawn;external
Дожить до рассвета;дoжиtь дo paccbeta;wikidata_q124395933;Until Dawn;external
Rush of Blood;rush of blood;wikidata_q27968831;Until Dawn: Rush of Blood;external
Until Dawn;until dawn;wikidata_q27968831;Until Dawn: Rush of Blood;external
Until Dawn: Rush of Blood;until dawn rush of blood;wikidata_q27968831;Until Dawn: Rush of Blood;external
Until the Last Plane;until the last plane;wikidata_q117067564;Until the Last Plane;external
Until Then;until then;wikidata_q124880665;Until Then;external
Until You Fall;until you fall;wikidata_q111235204;Until You Fall;external
Untitled Goose Game;untitled goose game;wikidata_q59618073;Untitled Goose Game;external
Безымянная игра про гуся;бeзыmяhhaя игpa пpo гycя;wikidata_q59618073;Untitled Goose Game;external
Unto the End;unto the end;wikidata_q103815777;Unto the End;external
Unusual Findings;unusual findings;wikidata_q114449974;Unusual Findings;external
unсhаrtеd 4: путь вора;uncharted 4 пytь bopa;uncharted_yt_bopa;Unсhаrtеd Путь Вора;local_or_matched
Unсhаrtеd Путь Вора;uncharted пytь bopa;uncharted_yt_bopa;Unсhаrtеd Путь Вора;local_or_matched
Unсhаrtеd Соllесtiоn Полн На Рус Языке;uncharted collection пoлh ha pyc языke;uncharted_collection_o_h_ha_pyc_ke;Unсhаrtеd Соllесtiоn Полн На Рус Языке;local_or_matched
Unсhаrtеd Утраченное Наследие;uncharted ytpaчehhoe hacлeдиe;uncharted_ytpa_ehhoe_hac_e_e;Unсhаrtеd Утраченное Наследие;local_or_matched
Unсаrtеd Nаthаn Drаkе Соllесtiоn Рус Локализация;uncarted nathan drake collection pyc лokaлизaция;uncarted_nathan_drake_collection_pyc_oka_a;Unсаrtеd Nаthаn Drаkе Соllесtiоn Рус Локализация;local_or_matched
Upin & Ipin Universe;upin and ipin universe;wikidata_q135191367;Upin & Ipin Universe;external
Toshidensetsu Kaitai Center;toshidensetsu kaitai center;wikidata_q122963400;Urban Myth Dissolution Center;external
umdc;umdc;wikidata_q122963400;Urban Myth Dissolution Center;external
Urban Myth Dissolution Center;urban myth dissolution center;wikidata_q122963400;Urban Myth Dissolution Center;external
Urban Survival Simulator;urban survival simulator;wikidata_q131397400;Urban Survival Simulator: The Bum's Journey;external
Urban Survival Simulator: The Bum's Journey;urban survival simulator the bum s journey;wikidata_q131397400;Urban Survival Simulator: The Bum's Journey;external
UCB;ucb;wikidata_q113254970;Urbek City Builder;external
Urbek City Builder;urbek city builder;wikidata_q113254970;Urbek City Builder;external
Use Your Words;use your words;wikidata_q58646326;Use Your Words;external
Utawarerumono;utawarerumono;wikidata_q773981;Utawarerumono;external
Utawarerumono: Chiriyuku Mono e no Komoriuta;utawarerumono chiriyuku mono e no komoriuta;wikidata_q773981;Utawarerumono;external
Utawarerumono Portable;utawarerumono portable;wikidata_q773981;Utawarerumono;external
Utawarerumono: Prelude to the Fallen;utawarerumono prelude to the fallen;wikidata_q773981;Utawarerumono;external
Utawarerumono Zan;utawarerumono zan;wikidata_q59639286;Utawarerumono Zan;external
Utawarerumono;utawarerumono;wikidata_q20043255;Utawarerumono: Mask of Deception;external
Utawarerumono: Mask of Deception;utawarerumono mask of deception;wikidata_q20043255;Utawarerumono: Mask of Deception;external
Utawarerumono;utawarerumono;wikidata_q21663904;Utawarerumono: Mask of Truth;external
Utawarerumono: Mask of Truth;utawarerumono mask of truth;wikidata_q21663904;Utawarerumono: Mask of Truth;external
Utawarerumono;utawarerumono;wikidata_q131138171;Utawarerumono: Shiro e no Michishirube;external
Utawarerumono: Shiro e no Michishirube;utawarerumono shiro e no michishirube;wikidata_q131138171;Utawarerumono: Shiro e no Michishirube;external
V Rising;v rising;wikidata_q112055534;V Rising;external
VRising;vrising;wikidata_q112055534;V Rising;external
Cyberpunk Bartender Action VA-11 HALL-A;cyberpunk bartender action va 11 hall a;wikidata_q24574609;VA-11 HALL-A;external
Cyberpunk Bartender Action Valhalla;cyberpunk bartender action valhalla;wikidata_q24574609;VA-11 HALL-A;external
VA-11 HALL-A;va 11 hall a;wikidata_q24574609;VA-11 HALL-A;external
VA-11 HALL-A: Cyberpunk Bartender Action;va 11 hall a cyberpunk bartender action;wikidata_q24574609;VA-11 HALL-A;external
Valhalla;valhalla;wikidata_q24574609;VA-11 HALL-A;external
Valhalla: Cyberpunk Bartender Action;valhalla cyberpunk bartender action;wikidata_q24574609;VA-11 HALL-A;external
Waifu Bartending;waifu bartending;wikidata_q24574609;VA-11 HALL-A;external
Vacation Simulator;vacation simulator;wikidata_q86835751;Vacation Simulator;external
Vaccine;vaccine;wikidata_q124075072;Vaccine;external
Vaccine Rebirth;vaccine rebirth;wikidata_q122311803;Vaccine Rebirth;external
Vader Immortal;vader immortal;wikidata_q63228502;Vader Immortal: A Star Wars VR Series;external
Vader Immortal: A Star Wars VR Series;vader immortal a star wars vr series;wikidata_q63228502;Vader Immortal: A Star Wars VR Series;external
Vagrus;vagrus;wikidata_q107010339;Vagrus: The Riven Realms;external
Vagrus: The Riven Realms;vagrus the riven realms;wikidata_q107010339;Vagrus: The Riven Realms;external
Valentine Candy Break;valentine candy break;wikidata_q122351537;Valentine Candy Break;external
Valentino Rossi;valentino rossi;wikidata_q24031921;Valentino Rossi: The Game;external
Valentino Rossi: The Game;valentino rossi the game;wikidata_q24031921;Valentino Rossi: The Game;external
Valfaris;valfaris;wikidata_q112634011;Valfaris;external
Mecha Therion;mecha therion;wikidata_q123513987;Valfaris: Mecha Therion;external
Valfaris;valfaris;wikidata_q123513987;Valfaris: Mecha Therion;external
Valfaris: Mecha Therion;valfaris mecha therion;wikidata_q123513987;Valfaris: Mecha Therion;external
Valhalla Hills;valhalla hills;wikidata_q65113229;Valhalla Hills;external
Valheim;valheim;wikidata_q105100327;Valheim;external
Valiant Hearts;valiant hearts;wikidata_q115642098;Valiant Hearts: Coming Home;external
Valiant Hearts 2;valiant hearts 2;wikidata_q115642098;Valiant Hearts: Coming Home;external
Valiant Hearts: Coming Home;valiant hearts coming home;wikidata_q115642098;Valiant Hearts: Coming Home;external
Valiant Hearts;valiant hearts;wikidata_q16267741;Valiant Hearts: The Great War;external
Valiant Hearts: The Great War;valiant hearts the great war;wikidata_q16267741;Valiant Hearts: The Great War;external
Senjō no Valkyria;senj no valkyria;wikidata_q1154150;Valkyria Chronicles;external
Valkyria Chronicles;valkyria chronicles;wikidata_q1154150;Valkyria Chronicles;external
Хроники Валькирии;xpohиkи baльkиpии;wikidata_q1154150;Valkyria Chronicles;external
Valkyria;valkyria;wikidata_q21558573;Valkyria: Azure Revolution;external
Valkyria: Azure Revolution;valkyria azure revolution;wikidata_q21558573;Valkyria: Azure Revolution;external
Valkyria video game;valkyria video game;wikidata_q21558573;Valkyria: Azure Revolution;external
Valkyrie Elysium;valkyrie elysium;wikidata_q111200610;Valkyrie Elysium;external
Valkyrie of Phantasm;valkyrie of phantasm;wikidata_q122823107;Valkyrie of Phantasm;external
Project A;project a;wikidata_q86919275;Valorant;external
Valorant;valorant;wikidata_q86919275;Valorant;external
Vambrace;vambrace;wikidata_q63866838;Vambrace: Cold Soul;external
Vambrace: Cold Soul;vambrace cold soul;wikidata_q63866838;Vambrace: Cold Soul;external
Vambrace;vambrace;wikidata_q125145846;Vambrace: Dungeon Monarch;external
Vambrace: Dungeon Monarch;vambrace dungeon monarch;wikidata_q125145846;Vambrace: Dungeon Monarch;external
Vampire Hunters;vampire hunters;wikidata_q122821747;Vampire Hunters;external
Ode to Castlevania DLC;ode to castlevania dlc;wikidata_q131308434;Vampire Survivors: Ode to Castlevania;external
Vampire Survivors;vampire survivors;wikidata_q131308434;Vampire Survivors: Ode to Castlevania;external
Vampire Survivors: Ode to Castlevania;vampire survivors ode to castlevania;wikidata_q131308434;Vampire Survivors: Ode to Castlevania;external
Blood Hunt;blood hunt;wikidata_q104878282;Vampire: The Masquerade – Bloodhunt;external
Bloodhunt;bloodhunt;wikidata_q104878282;Vampire: The Masquerade – Bloodhunt;external
Vampire;vampire;wikidata_q104878282;Vampire: The Masquerade – Bloodhunt;external
Vampire: The Masquerade – Bloodhunt;vampire the masquerade bloodhunt;wikidata_q104878282;Vampire: The Masquerade – Bloodhunt;external
Bloodlines 2;bloodlines 2;wikidata_q62177633;Vampire: The Masquerade – Bloodlines 2;external
Vampire;vampire;wikidata_q62177633;Vampire: The Masquerade – Bloodlines 2;external
Vampire: The Masquerade – Bloodlines 2;vampire the masquerade bloodlines 2;wikidata_q62177633;Vampire: The Masquerade – Bloodlines 2;external
VTM Bloodlines 2;vtm bloodlines 2;wikidata_q62177633;Vampire: The Masquerade – Bloodlines 2;external
VTMB 2;vtmb 2;wikidata_q62177633;Vampire: The Masquerade – Bloodlines 2;external
Vampire;vampire;wikidata_q64617562;Vampire: The Masquerade – Coteries of New York;external
Vampire: The Masquerade – Coteries of New York;vampire the masquerade coteries of new york;wikidata_q64617562;Vampire: The Masquerade – Coteries of New York;external
Vampire;vampire;wikidata_q123575942;Vampire: The Masquerade – Justice;external
Vampire: Masquerade - Justice;vampire masquerade justice;wikidata_q123575942;Vampire: The Masquerade – Justice;external
Vampire: The Masquerade – Justice;vampire the masquerade justice;wikidata_q123575942;Vampire: The Masquerade – Justice;external
Vampire;vampire;wikidata_q89909591;Vampire: The Masquerade – Shadows of New York;external
Vampire: The Masquerade – Shadows of New York;vampire the masquerade shadows of new york;wikidata_q89909591;Vampire: The Masquerade – Shadows of New York;external
Vampire;vampire;wikidata_q71581461;Vampire: The Masquerade – Swansong;external
Vampire: The Masquerade – Swansong;vampire the masquerade swansong;wikidata_q71581461;Vampire: The Masquerade – Swansong;external
Vampyr;vampyr;vampyr;Vampyr;local_or_matched
Vane;vane;wikidata_q60793082;Vane;external
Vaporum;vaporum;wikidata_q67214251;Vaporum;external
Various Daylife;various daylife;wikidata_q109373920;Various Daylife;external
Varlet;varlet;wikidata_q134070724;Varlet;external
Varney Lake;varney lake;wikidata_q114932616;Varney Lake;external
Vasara;vasara;wikidata_q93431254;Vasara;external
VCTR-SCTR;vctr sctr;wikidata_q118124790;VCTR-SCTR;external
Vector Sector;vector sector;wikidata_q118124790;VCTR-SCTR;external
Ved;ved;wikidata_q112265267;Ved;external
Vegas Party;vegas party;wikidata_q107424332;Vegas Party;external
Vegas Tales;vegas tales;wikidata_q110400584;Vegas Tales;external
Velocity;velocity;wikidata_q7919281;Velocity;external
Velocity Ultra;velocity ultra;wikidata_q7919281;Velocity;external
Velocity 2X;velocity 2x;wikidata_q20874497;Velocity 2X;external
Venba;venba;wikidata_q115153436;Venba;external
Vengeance Hunters;vengeance hunters;wikidata_q130480873;Vengeance Hunters;external
Vengeful Guardian;vengeful guardian;wikidata_q116369955;Vengeful Guardian: Moonrider;external
Vengeful Guardian: Moonrider;vengeful guardian moonrider;wikidata_q116369955;Vengeful Guardian: Moonrider;external
Vengeful Heart;vengeful heart;wikidata_q111754720;Vengeful Heart;external
Venice 2089;venice 2089;wikidata_q122308617;Venice 2089;external
Venture to the Vile;venture to the vile;wikidata_q124260769;Venture to the Vile;external
Venus Vacation Prism;venus vacation prism;wikidata_q130332866;Venus Vacation Prism: Dead or Alive Xtreme;external
Venus Vacation Prism: Dead or Alive Xtreme;venus vacation prism dead or alive xtreme;wikidata_q130332866;Venus Vacation Prism: Dead or Alive Xtreme;external
VVP;vvp;wikidata_q130332866;Venus Vacation Prism: Dead or Alive Xtreme;external
Improbable Dream Venus;improbable dream venus;wikidata_q109755982;Venus: Improbable Dream;external
Venus;venus;wikidata_q109755982;Venus: Improbable Dream;external
Venus: Improbable Dream;venus improbable dream;wikidata_q109755982;Venus: Improbable Dream;external
Verdict Guilty;verdict guilty;wikidata_q124045104;Verdict Guilty;external
Verdun;verdun;wikidata_q18639864;Verdun;external
Verlet Swing;verlet swing;wikidata_q104991292;Verlet Swing;external
Vernal Edge;vernal edge;wikidata_q122310693;Vernal Edge;external
Vertical Drop Heroes HD;vertical drop heroes hd;wikidata_q65113176;Vertical Drop Heroes HD;external
Very Very Valet;very very valet;wikidata_q106967452;Very Very Valet;external
Vesper;vesper;wikidata_q122300591;Vesper: Zero Light Edition;external
Vesper: Zero Light;vesper zero light;wikidata_q122300591;Vesper: Zero Light Edition;external
Vesper: Zero Light Edition;vesper zero light edition;wikidata_q122300591;Vesper: Zero Light Edition;external
Vessels of Decay;vessels of decay;wikidata_q133308091;Vessels of Decay;external
VESTA;vesta;wikidata_q71457177;VESTA;external
Victor Vran;victor vran;wikidata_q19954922;Victor Vran;external
Victor Vran: Overkill Edition;victor vran overkill edition;wikidata_q19954922;Victor Vran;external
Videoverse;videoverse;wikidata_q121270548;Videoverse;external
Viking Days;viking days;wikidata_q122383078;Viking Days;external
Viking Squad;viking squad;wikidata_q97362202;Viking Squad;external
Vikings;vikings;wikidata_q29344724;Vikings: Wolves of Midgard;external
Vikings: Wolves of Midgard;vikings wolves of midgard;wikidata_q29344724;Vikings: Wolves of Midgard;external
Vikings: Wolves of Midgard Video Game;vikings wolves of midgard video game;wikidata_q29344724;Vikings: Wolves of Midgard;external
Virginia;virginia;wikidata_q26996719;Virginia;external
Virgo Versus The Zodiac;virgo versus the zodiac;wikidata_q122379339;Virgo Versus The Zodiac;external
Virgo Versus Zodiac;virgo versus zodiac;wikidata_q122379339;Virgo Versus The Zodiac;external
Virgo Vs. The Zodiac;virgo vs the zodiac;wikidata_q122379339;Virgo Versus The Zodiac;external
Virgo Vs. Zodiac;virgo vs zodiac;wikidata_q122379339;Virgo Versus The Zodiac;external
VVTZ;vvtz;wikidata_q122379339;Virgo Versus The Zodiac;external
VVZ;vvz;wikidata_q122379339;Virgo Versus The Zodiac;external
VF5 Revo;vf5 revo;wikidata_q131310089;Virtua Fighter 5 R.E.V.O.;external
Virtua Fighter 5 R.E.V.O.;virtua fighter 5 r e v o;wikidata_q131310089;Virtua Fighter 5 R.E.V.O.;external
Virtua Fighter 5 R.E.V.O. World Stage;virtua fighter 5 r e v o world stage;wikidata_q131310089;Virtua Fighter 5 R.E.V.O.;external
Virtua Fighter 5 REVO;virtua fighter 5 revo;wikidata_q131310089;Virtua Fighter 5 R.E.V.O.;external
VF5 US;vf5 us;wikidata_q109844839;Virtua Fighter eSports;external
Virtua Fighter eSports;virtua fighter esports;wikidata_q109844839;Virtua Fighter eSports;external
Virtua Fighter V Ultimate Showdown;virtua fighter v ultimate showdown;wikidata_q109844839;Virtua Fighter eSports;external
Virtual Surfing;virtual surfing;wikidata_q122372731;Virtual Surfing;external
Virtual Ties;virtual ties;wikidata_q136704339;Virtual Ties: Isekaijōcho Musōkyoku;external
Virtual Ties: Isekaijōcho Musōkyoku;virtual ties isekaij cho mus kyoku;wikidata_q136704339;Virtual Ties: Isekaijōcho Musōkyoku;external
Virtual Ties: Isekaijoucho Musoukyoku;virtual ties isekaijoucho musoukyoku;wikidata_q136704339;Virtual Ties: Isekaijōcho Musōkyoku;external
Virtual Virtual Reality;virtual virtual reality;wikidata_q120667434;Virtual Virtual Reality;external
Virtuous Western;virtuous western;wikidata_q122365193;Virtuous Western;external
VirZOOM Arcade;virzoom arcade;wikidata_q124075273;VirZOOM Arcade;external
Visage;visage;wikidata_q22909661;Visage;external
Viscerafest;viscerafest;wikidata_q111974135;Viscerafest;external
Seiken Densetsu: Visions of Mana;seiken densetsu visions of mana;wikidata_q123698973;Visions of Mana;external
Visions of Mana;visions of mana;wikidata_q123698973;Visions of Mana;external
VoM;vom;wikidata_q123698973;Visions of Mana;external
Vlad Circus;vlad circus;wikidata_q123404833;Vlad Circus: Descend Into Madness;external
Vlad Circus: Descend Into Madness;vlad circus descend into madness;wikidata_q123404833;Vlad Circus: Descend Into Madness;external
Voice of Cards;voice of cards;wikidata_q113670868;Voice of Cards: The Beasts of Burden;external
Voice of Cards: The Beasts of Burden;voice of cards the beasts of burden;wikidata_q113670868;Voice of Cards: The Beasts of Burden;external
Voice of Cards;voice of cards;wikidata_q110811875;Voice of Cards: The Forsaken Maiden;external
Voice of Cards: The Forsaken Maiden;voice of cards the forsaken maiden;wikidata_q110811875;Voice of Cards: The Forsaken Maiden;external
Voice of Cards;voice of cards;wikidata_q108472998;Voice of Cards: The Isle Dragon Roars;external
Voice of Cards: The Isle Dragon Roars;voice of cards the isle dragon roars;wikidata_q108472998;Voice of Cards: The Isle Dragon Roars;external
Void Bastards;void bastards;wikidata_q85813451;Void Bastards;external
Void Crew;void crew;wikidata_q122825404;Void Crew;external
Void Engine;void engine;wikidata_q56112282;Void Engine;external
